playerDisplayName,playerFirstName,playerLastName,playerPrimaryPosition,sessionTitle,sessionType,sessionDayOfWeek,sessionWeekNo,sessionEndTime,sessionStartTime,sessionDate,drillTitle,drillStartTime,drillEndTime,drillDate,totalTime,distanceTotal,distancePerMin,highSpeedRunningAbs,hsrAbsPerMin,maxSpeed,playerMaxSpeed,accelerationsAbs,accelImpulseTotal,accelsPerMinAbs,maxAcceleration,playerMaxAccel,decelerationsAbs,decelsPerMinAbs,decelsPerMinRel,maxDeceleration,playerMaxDecel,hmld,effortsNumber,hmldPerMin,dynamicLoadAnt,dynamicLoadLat,dynamicLoadVert,hrexertion,hrLoad,maxHeartrate,stepBalance,DrillTitle_Clean,Period15,Half,GameKey,DrillOrder,Home_Team_CLEAN,Away_Team_CLEAN,sessionDate_clean,DateKey,Home_Team_STD,Away_Team_STD,sessionTitle_STD
10 Matan,Alexandru,Matan,Offensive Midfielder,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,1st half,6:01:51PM,6:47:10PM,1/31/2026,45.32,4645.17,102.5,331.3,7.31,30.66,33.88,41,80.21,0.9,5.4,4,52,1.15,1.15,6.07,4,1012.77,103,22.35,23.63,23.96,44.04,175.88,169.58,196,0.05,,,,,,,,,,,,
10 Matan,Alexandru,Matan,Offensive Midfielder,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,15-30,6:16:50PM,6:31:55PM,1/31/2026,15.08,1342.77,89.01,87.61,5.81,28.54,33.88,9,74.16,0.6,4.29,4,15,0.99,0.99,4.1,4,257.85,28,17.09,6.52,6.5,12.18,44.08,50.35,179,0.06,,,,,,,,,,,,
10 Matan,Alexandru,Matan,Offensive Midfielder,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,30-45,6:31:55PM,6:47:00PM,1/31/2026,15.09,1418.82,94.05,100.89,6.69,27.76,33.88,13,75.28,0.86,5.4,4,13,0.86,0.86,6.07,4,320.7,29,21.26,7.09,7.45,13.56,48.7,50.43,180,0.06,,,,,,,,,,,,
10 Matan,Alexandru,Matan,Offensive Midfielder,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,1st Half ET,6:47:00PM,6:51:15PM,1/31/2026,4.25,535.83,126.03,40.92,9.62,31.39,33.88,4,92.19,0.94,4.46,4,4,0.94,0.94,7.35,4,110.35,11,25.95,2.44,2.37,4.71,17.13,17.58,171,0.02,,,,,,,,,,,,
10 Matan,Alexandru,Matan,Offensive Midfielder,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,2nd half,7:06:00PM,7:34:45PM,1/31/2026,28.77,2866.76,99.66,187.08,6.5,29.41,33.88,31,80.31,1.08,6.04,4,30,1.04,1.04,6.04,4,594.05,61,20.65,13.99,14.82,28.26,83.71,98.73,176,0.06,,,,,,,,,,,,
10 Matan,Alexandru,Matan,Offensive Midfielder,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,45-60,7:06:00PM,7:21:10PM,1/31/2026,15.17,1421.35,93.7,119.09,7.85,29.41,33.88,16,78.32,1.05,5.42,4,14,0.92,0.92,5.18,4,294.57,28,19.42,7.24,7.73,14.69,42.26,50.76,176,0.07,,,,,,,,,,,,
10 Matan,Alexandru,Matan,Offensive Midfielder,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,60-75,7:21:00PM,7:34:45PM,1/31/2026,13.77,1466.47,106.54,67.99,4.94,28.83,33.88,16,83.06,1.16,6.04,4,16,1.16,1.16,6.04,4,303.9,33,22.08,6.87,7.26,13.82,42.03,48.63,175,0.05,,,,,,,,,,,,
28 Kojic,Lazar,Kojic,Defensive Midfielder,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,Entire Session,5:28:44PM,7:24:39PM,1/31/2026,115.9,4448.87,38.38,239.09,2.06,29.02,32.92,35,45.16,0.3,5.8,4,44,0.38,0.38,7.47,4,671.69,63,5.8,23.48,22.93,48.08,232.86,280.58,204,-0.02,,,,,,,,,,,,
28 Kojic,Lazar,Kojic,Defensive Midfielder,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,2nd half,7:06:00PM,7:24:39PM,1/31/2026,18.65,2132.06,114.31,178.68,9.58,29.02,32.92,11,85.39,0.59,4.86,4,25,1.34,1.34,7.47,4,446.78,45,23.95,9.36,9.44,21.53,100.09,84.71,204,-0.03,,,,,,,,,,,,
28 Kojic,Lazar,Kojic,Defensive Midfielder,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,45-60,7:06:00PM,7:21:10PM,1/31/2026,15.17,1743.89,114.97,167.11,11.02,29.02,32.92,8,85.88,0.53,4.86,4,21,1.38,1.38,7.47,4,379.96,36,25.05,7.74,7.85,17.74,80.23,68.68,202,-0.03,,,,,,,,,,,,
28 Kojic,Lazar,Kojic,Defensive Midfielder,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,60-75,7:21:00PM,7:24:39PM,1/31/2026,3.65,405.11,110.94,11.57,3.17,22.11,32.92,3,84.7,0.82,3.96,4,5,1.37,1.37,5.09,4,74.56,10,20.42,1.72,1.69,4.02,21.36,17,204,-0.02,,,,,,,,,,,,
41 Bouchalakis,Andreas,Bouchalakis,Defensive Midfielder,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,Entire Session,6:06:14PM,8:24:52PM,1/31/2026,138.62,9022.24,65.09,342.8,2.47,37.49,36,51,54.67,0.37,5.2,4,90,0.65,0.65,9.02,4,1431,171,10.32,39.22,41.32,73.14,68.3,105.34,166,0.01,,,,,,,,,,,,
41 Bouchalakis,Andreas,Bouchalakis,Defensive Midfielder,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,1st half,6:06:14PM,6:47:10PM,1/31/2026,40.92,3509.03,85.75,52.34,1.28,25.59,36,21,73.9,0.51,4.42,4,35,0.86,0.86,5.1,4,537.45,72,13.13,15.68,16.27,29.46,19.76,26.35,159,0.02,,,,,,,,,,,,
41 Bouchalakis,Andreas,Bouchalakis,Defensive Midfielder,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,0-15,6:06:14PM,6:16:50PM,1/31/2026,10.59,1125.1,106.26,1.12,0.11,20.18,36,5,82.23,0.47,3.9,4,13,1.23,1.23,5.1,4,165.26,26,15.61,5.26,5.25,9.91,2.25,0,80,0.02,,,,,,,,,,,,
41 Bouchalakis,Andreas,Bouchalakis,Defensive Midfielder,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,15-30,6:16:50PM,6:31:55PM,1/31/2026,15.08,1143.73,75.82,13.2,0.88,23.01,36,8,70.58,0.53,4.32,4,9,0.6,0.6,5,4,184.82,25,12.25,5.13,5.49,9.82,9.86,14.63,159,0.03,,,,,,,,,,,,
41 Bouchalakis,Andreas,Bouchalakis,Defensive Midfielder,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,30-45,6:31:55PM,6:47:00PM,1/31/2026,15.09,1230.16,81.55,38.02,2.52,25.59,36,8,71.7,0.53,4.42,4,13,0.86,0.86,4.97,4,187.37,21,12.42,5.27,5.52,9.71,7.61,11.64,137,0,,,,,,,,,,,,
41 Bouchalakis,Andreas,Bouchalakis,Defensive Midfielder,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,1st Half ET,6:47:00PM,6:51:15PM,1/31/2026,4.25,475.63,111.87,25.2,5.93,24.56,36,4,84.11,0.94,3.69,4,5,1.18,1.18,4.7,4,92.54,10,21.77,2.26,2.43,4.13,3.76,6.22,150,-0.06,,,,,,,,,,,,
41 Bouchalakis,Andreas,Bouchalakis,Defensive Midfielder,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,2nd half,7:06:00PM,7:51:40PM,1/31/2026,45.67,4254.73,93.17,237.59,5.2,27.13,36,24,75.33,0.53,5.2,4,46,1.01,1.01,6.09,4,755.59,86,16.55,19.2,20.3,36.51,38.25,64.08,166,0,,,,,,,,,,,,
41 Bouchalakis,Andreas,Bouchalakis,Defensive Midfielder,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,45-60,7:06:00PM,7:21:10PM,1/31/2026,15.17,1389.36,91.6,93.91,6.19,25.2,36,13,80.46,0.86,5.2,4,15,0.99,0.99,3.72,4,236.15,26,15.57,6.78,7,12.71,13.93,23.65,166,0.01,,,,,,,,,,,,
41 Bouchalakis,Andreas,Bouchalakis,Defensive Midfielder,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,60-75,7:21:00PM,7:36:15PM,1/31/2026,15.25,1283.62,84.16,52.63,3.45,23.5,36,4,68.28,0.26,4.97,4,12,0.79,0.79,5.19,4,208.27,26,13.66,5.62,5.77,10.5,16.13,26.74,166,0.02,,,,,,,,,,,,
41 Bouchalakis,Andreas,Bouchalakis,Defensive Midfielder,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,75-90,7:36:15PM,7:51:50PM,1/31/2026,15.58,1610.74,103.35,91.04,5.84,27.13,36,7,77.15,0.45,3.95,4,21,1.35,1.35,6.09,4,312.09,34,20.02,6.96,7.69,13.58,8.78,14.55,137,-0.01,,,,,,,,,,,,
30 Bregou,Adriano,Bregou,Offensive Midfielder,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,Entire Session,5:56:03PM,8:26:50PM,1/31/2026,150.77,2591.96,17.19,43.75,0.29,34.69,36,31,25.45,0.21,8.94,4,20,0.13,0.13,7.6,4,357.51,52,2.37,18.38,16.13,25.09,349.33,396.59,212,0.01,,,,,,,,,,,,
2 Granath,Gustav,Granath,Central Defender,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,Entire Session,5:57:44PM,8:07:26PM,1/31/2026,129.7,10513.77,81.06,750.77,5.79,29.62,36,77,68.83,0.59,5.84,4,97,0.75,0.75,6.72,4,1912.27,204,14.74,39.71,42.65,65.12,16.55,0,104,-0.01,,,,,,,,,,,,
2 Granath,Gustav,Granath,Central Defender,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,0-15,6:01:42PM,6:16:50PM,1/31/2026,15.12,1754.01,116.02,68.99,4.56,28.16,36,17,94.37,1.12,5.44,4,18,1.19,1.19,5.3,4,309.32,46,20.46,6.69,7.24,11.43,3.21,0,80,-0.01,,,,,,,,,,,,
2 Granath,Gustav,Granath,Central Defender,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,1st half,6:01:51PM,6:47:10PM,1/31/2026,45.32,4437.22,97.91,229.51,5.06,29.2,36,39,84.52,0.86,5.44,4,44,0.97,0.97,6.28,4,787.1,100,17.37,16.71,18.3,27.99,9.62,0,80,0,,,,,,,,,,,,
2 Granath,Gustav,Granath,Central Defender,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,15-30,6:16:50PM,6:31:55PM,1/31/2026,15.08,1264.93,83.85,77.45,5.13,28.49,36,10,80.47,0.66,4.41,4,17,1.13,1.13,5,4,223.5,28,14.82,4.94,5.4,8.16,3.2,0,80,-0.01,,,,,,,,,,,,
2 Granath,Gustav,Granath,Central Defender,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,30-45,6:31:55PM,6:47:00PM,1/31/2026,15.09,1409.52,93.44,83.07,5.51,29.2,36,12,78.64,0.8,5.24,4,9,0.6,0.6,6.28,4,254.28,26,16.86,5.09,5.68,8.39,3.2,0,80,0.01,,,,,,,,,,,,
2 Granath,Gustav,Granath,Central Defender,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,1st Half ET,6:47:00PM,6:51:15PM,1/31/2026,4.25,453.18,106.59,24.76,5.82,29.04,36,3,87.29,0.71,4.36,4,4,0.94,0.94,4.14,4,62.51,9,14.7,1.67,1.78,2.87,0.9,0,80,-0.05,,,,,,,,,,,,
2 Granath,Gustav,Granath,Central Defender,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,2nd half,7:06:00PM,7:51:40PM,1/31/2026,45.67,4668.57,102.23,434.22,9.51,29.62,36,31,81.99,0.68,5.84,4,44,0.96,0.96,5.98,4,949.44,86,20.79,17.45,18.45,28.48,1.67,0,104,-0.01,,,,,,,,,,,,
2 Granath,Gustav,Granath,Central Defender,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,45-60,7:06:00PM,7:21:10PM,1/31/2026,15.17,1507.35,99.37,163.69,10.79,29.62,36,13,82.4,0.86,5.84,4,14,0.92,0.92,5.76,4,327.11,29,21.57,5.88,6.34,9.61,0.43,0,104,-0.02,,,,,,,,,,,,
2 Granath,Gustav,Granath,Central Defender,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,60-75,7:21:00PM,7:36:15PM,1/31/2026,15.25,1401.88,91.92,95.74,6.28,28.95,36,8,75.35,0.52,5.47,4,11,0.72,0.72,4.79,4,234.51,22,15.38,5.11,5.37,8.33,0.58,0,104,-0.01,,,,,,,,,,,,
2 Granath,Gustav,Granath,Central Defender,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,75-90,7:36:15PM,7:51:50PM,1/31/2026,15.58,1780.24,114.23,174.79,11.22,28.23,36,10,87.98,0.64,5.48,4,19,1.22,1.22,5.98,4,387.82,35,24.88,6.53,6.81,10.65,0.66,0,104,0.01,,,,,,,,,,,,
2 Granath,Gustav,Granath,Central Defender,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,2nd Half ET,7:51:50PM,7:54:50PM,1/31/2026,3,303.14,100.99,48.22,16.07,26.03,36,3,78.84,1,4.79,4,4,1.33,1.33,5.72,4,89.03,7,29.66,1.24,1.27,1.96,0.27,0,104,-0.04,,,,,,,,,,,,
65 Apostolopoulos,Apostolos,Apostolopoulos,Full Back,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,Entire Session,5:51:48PM,8:06:45PM,1/31/2026,134.95,4275,31.68,229.25,1.7,34.17,35.6,45,39.34,0.33,5.06,6.62,25,0.19,0.19,7.4,8.19,683.08,69,5.06,20.18,20.65,38.1,125.17,155.12,201,0.04,,,,,,,,,,,,
65 Apostolopoulos,Apostolos,Apostolopoulos,Full Back,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,2nd half,7:44:41PM,7:51:40PM,1/31/2026,6.97,907.05,130.2,114.37,16.42,34.17,35.6,6,96.62,0.86,4.33,6.62,7,1,1,5.18,8.19,247.75,20,35.56,3.89,4.28,8.13,23.68,26.54,201,0.05,,,,,,,,,,,,
65 Apostolopoulos,Apostolos,Apostolopoulos,Full Back,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,75-90,7:44:41PM,7:51:50PM,1/31/2026,7.13,915.95,128.37,114.37,16.03,34.17,35.6,6,95.47,0.84,4.33,6.62,7,0.98,0.98,5.18,8.19,247.75,20,34.72,3.91,4.3,8.17,24.41,27.27,201,0.05,,,,,,,,,,,,
65 Apostolopoulos,Apostolos,Apostolopoulos,Full Back,Panetolikos-Aris,Match Day,Saturday,5,8:26:50PM,5:28:44PM,1/31/2026,2nd Half ET,7:51:50PM,7:54:50PM,1/31/2026,3,355.14,118.31,53.73,17.9,27.33,35.6,7,89.44,2.33,5.06,6.62,4,1.33,1.33,7.4,8.19,95.57,10,31.84,1.58,1.83,3.32,9.96,11.37,194,0.03,,,,,,,,,,,,
35 Mavrias,Charis,Mavrias,Full Back,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,Entire Session,6:00:00PM,6:52:52PM,2/7/2026,52.87,1598.12,30.23,200.42,3.79,40.4,34.56,12,27.09,0.23,7.32,6.03,12,0.23,0.23,8.51,7.44,316.12,25,5.98,7.59,7.52,11.93,37.14,48.92,185,-0.08,,,,,,,,,,,,
35 Mavrias,Charis,Mavrias,Full Back,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,1st half,6:01:35PM,6:17:34PM,2/7/2026,16,1393.55,87.11,142.28,8.89,29.99,34.56,9,75.22,0.56,4.88,6.03,10,0.63,0.63,6.68,7.44,273.55,24,17.1,6.52,6.34,10.81,31.06,43.1,185,-0.09,,,,,,,,,,,,
35 Mavrias,Charis,Mavrias,Full Back,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,0-15,6:01:35PM,6:16:50PM,2/7/2026,15.25,1382.7,90.66,142.28,9.33,29.99,34.56,9,76.48,0.59,4.88,6.03,10,0.66,0.66,6.68,7.44,273.55,24,17.94,6.45,6.26,10.69,30.49,42.1,185,-0.09,,,,,,,,,,,,
35 Mavrias,Charis,Mavrias,Full Back,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,15-30,6:16:50PM,6:17:34PM,2/7/2026,0.75,10.93,14.6,0,0,5.14,34.56,0,49.48,0,1.62,6.03,0,0,0,1.74,7.44,0,0,0,0.07,0.08,0.11,0.58,1.01,130,-1,,,,,,,,,,,,
16 Shelis,Christos,Shelis,Central Defender,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,Entire Session,6:00:00PM,8:05:08PM,2/7/2026,125.14,10213.42,81.62,507.21,4.05,32.32,34.98,58,73.05,0.46,5.87,6.25,69,0.55,0.55,6.68,7.05,1585.64,174,12.67,44.3,38.5,81.77,242.96,321.7,185,-0.04,,,,,,,,,,,,
16 Shelis,Christos,Shelis,Central Defender,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,1st half,6:01:35PM,6:47:15PM,2/7/2026,45.67,4471.66,97.92,188.65,4.13,26.44,34.98,28,84.35,0.61,4.67,6.25,30,0.66,0.66,6.68,7.05,687.75,74,15.06,18.49,15.19,34.7,151.73,168.04,185,-0.05,,,,,,,,,,,,
16 Shelis,Christos,Shelis,Central Defender,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,0-15,6:01:35PM,6:16:50PM,2/7/2026,15.25,1319.91,86.54,80.09,5.25,26.44,34.98,8,75.98,0.52,4.67,6.25,8,0.52,0.52,6.68,7.05,203.23,21,13.33,5.27,4.23,9.54,55.52,59.96,179,-0.08,,,,,,,,,,,,
16 Shelis,Christos,Shelis,Central Defender,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,15-30,6:16:50PM,6:32:00PM,2/7/2026,15.17,1674.78,110.41,94.96,6.26,25,34.98,10,91.83,0.66,3.74,6.25,12,0.79,0.79,6.48,7.05,293.69,26,19.36,7.28,6.01,13.76,59.38,60.23,185,-0.05,,,,,,,,,,,,
16 Shelis,Christos,Shelis,Central Defender,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,30-45,6:32:00PM,6:47:15PM,2/7/2026,15.25,1477.22,96.86,13.6,0.89,22.13,34.98,10,85.25,0.66,4.13,6.25,10,0.66,0.66,4.03,7.05,190.83,27,12.51,5.94,4.95,11.39,36.84,47.86,177,-0.02,,,,,,,,,,,,
16 Shelis,Christos,Shelis,Central Defender,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,1st Half ET,6:47:15PM,6:51:15PM,2/7/2026,4,386.21,96.51,0,0,18.74,34.98,1,82.82,0.25,4.67,6.25,3,0.75,0.75,4.5,7.05,31.08,4,7.77,1.52,1.24,2.93,4.39,7.59,137,-0.04,,,,,,,,,,,,
16 Shelis,Christos,Shelis,Central Defender,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,2nd half,7:07:30PM,7:53:20PM,2/7/2026,45.83,4556.3,99.41,271.99,5.93,32.32,34.98,26,86.79,0.57,5.87,6.25,33,0.72,0.72,5.44,7.05,799.79,91,17.45,19.3,17.49,36.18,56.29,94.48,158,-0.02,,,,,,,,,,,,
16 Shelis,Christos,Shelis,Central Defender,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,45-60,7:07:30PM,7:22:40PM,2/7/2026,15.17,1656.24,109.19,107.3,7.07,30.15,34.98,7,89.81,0.46,5.87,6.25,12,0.79,0.79,4.98,7.05,280.3,34,18.48,6.85,5.91,13.1,22.36,36,158,-0.02,,,,,,,,,,,,
16 Shelis,Christos,Shelis,Central Defender,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,60-75,7:22:40PM,7:37:50PM,2/7/2026,15.17,1409.02,92.89,108.37,7.14,32.32,34.98,8,83.4,0.53,4.56,6.25,9,0.59,0.59,5.44,7.05,254.18,22,16.76,5.83,5.44,10.93,17.68,30.21,145,-0.04,,,,,,,,,,,,
16 Shelis,Christos,Shelis,Central Defender,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,75-90,7:37:50PM,7:53:20PM,2/7/2026,15.5,1491.56,96.22,56.33,3.63,27.54,34.98,11,87.16,0.71,5.2,6.25,12,0.77,0.77,5.39,7.05,265.31,35,17.11,6.62,6.14,12.15,16.26,28.28,142,-0.02,,,,,,,,,,,,
16 Shelis,Christos,Shelis,Central Defender,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,2nd Half ET,7:53:20PM,7:56:40PM,2/7/2026,3.33,281.02,84.26,16.82,5.04,25.1,34.98,1,84.31,0.3,3.31,6.25,1,0.3,0.3,3.46,7.05,32.31,3,9.69,1.46,1.32,2.4,4.08,6.9,144,-0.06,,,,,,,,,,,,
15 Manrique,Christian ,Manrique,Full Back,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,Entire Session,6:00:00PM,8:02:01PM,2/7/2026,122.01,10308,84.49,715.57,5.86,30.26,32.8,64,71.28,0.52,5.4,6.57,84,0.69,0.69,7.09,6.95,1897.24,199,15.55,45.74,43.06,80.21,18.55,0,80,-0.02,,,,,,,,,,,,
15 Manrique,Christian ,Manrique,Full Back,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,1st half,6:01:35PM,6:47:15PM,2/7/2026,45.67,4538.64,99.38,316.4,6.93,28.57,32.8,28,81.08,0.61,5.16,6.57,39,0.85,0.85,5.34,6.95,850.94,95,18.63,19.47,18,34.17,12.58,0,80,-0.03,,,,,,,,,,,,
15 Manrique,Christian ,Manrique,Full Back,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,0-15,6:01:35PM,6:16:50PM,2/7/2026,15.25,1322.1,86.69,143.85,9.43,28.28,32.8,6,68.76,0.39,4.22,6.57,7,0.46,0.46,5.05,6.95,264.04,27,17.31,5.4,4.91,9.21,4.2,0,80,-0.05,,,,,,,,,,,,
15 Manrique,Christian ,Manrique,Full Back,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,15-30,6:16:50PM,6:32:00PM,2/7/2026,15.17,1661.77,109.56,76.18,5.02,28.57,32.8,10,90.24,0.66,5.16,6.57,16,1.05,1.05,5.14,6.95,283.83,32,18.71,7.1,6.49,12.79,4.18,0,80,-0.03,,,,,,,,,,,,
15 Manrique,Christian ,Manrique,Full Back,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,30-45,6:32:00PM,6:47:15PM,2/7/2026,15.25,1554.92,101.95,96.37,6.32,26.3,32.8,12,84.27,0.79,4.86,6.57,16,1.05,1.05,5.34,6.95,303.07,36,19.87,6.98,6.61,12.17,4.2,0,80,-0.01,,,,,,,,,,,,
15 Manrique,Christian ,Manrique,Full Back,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,1st Half ET,6:47:15PM,6:51:15PM,2/7/2026,4,376.79,94.16,27.83,6.96,28.54,32.8,4,75.22,1,4.95,6.57,1,0.25,0.25,3.7,6.95,57.29,4,14.32,1.61,1.52,2.84,1.1,0,80,-0.09,,,,,,,,,,,,
15 Manrique,Christian ,Manrique,Full Back,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,2nd half,7:07:30PM,7:53:20PM,2/7/2026,45.83,4718.64,102.95,355.98,7.77,30.26,32.8,31,86.04,0.68,5.4,6.57,41,0.89,0.89,7.09,6.95,916.25,91,19.99,20.64,19.57,36.61,0.43,0,51,0,,,,,,,,,,,,
15 Manrique,Christian ,Manrique,Full Back,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,45-60,7:07:30PM,7:22:40PM,2/7/2026,15.17,1651.73,108.89,126.33,8.33,30.15,32.8,12,90.54,0.79,5.24,6.57,20,1.32,1.32,6.14,6.95,341.66,34,22.52,7.92,7.32,13.26,0.16,0,51,0,,,,,,,,,,,,
15 Manrique,Christian ,Manrique,Full Back,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,60-75,7:22:40PM,7:37:50PM,2/7/2026,15.17,1499.71,98.87,121.92,8.04,30.26,32.8,9,83.7,0.59,5.19,6.57,7,0.46,0.46,7.09,6.95,262.57,21,17.31,6.2,5.91,11.39,0.21,0,51,0,,,,,,,,,,,,
15 Manrique,Christian ,Manrique,Full Back,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,75-90,7:37:50PM,7:53:20PM,2/7/2026,15.5,1567.9,101.14,107.73,6.95,27.04,32.8,10,83.93,0.65,5.4,6.57,14,0.9,0.9,4.79,6.95,312.5,35,20.16,6.52,6.34,11.96,0.06,0,51,0.01,,,,,,,,,,,,
15 Manrique,Christian ,Manrique,Full Back,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,2nd Half ET,7:53:20PM,7:56:40PM,2/7/2026,3.33,287.99,86.35,14.8,4.44,23.68,32.8,1,75.12,0.3,4.56,6.57,2,0.6,0.6,5.14,6.95,59.87,8,17.95,1.16,1.14,2.04,0.05,0,51,0.01,,,,,,,,,,,,
22 Esteban,Diego ,Esteban,Offensive Midfielder,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,Entire Session,6:00:00PM,8:10:00PM,2/7/2026,129.99,10209.68,78.54,547.86,4.21,29.84,33.36,48,66.6,0.37,8.2,6.26,98,0.75,0.75,6.66,7.3,1994.34,211,15.34,50.69,51.25,99.87,17.81,7.78,131,0.05,,,,,,,,,,,,
22 Esteban,Diego ,Esteban,Offensive Midfielder,Larissa-Panetolikos,Match Day,Saturday,6,8:10:00PM,6:00:00PM,2/7/2026,1st half,6:17:34PM,6:47:15PM,2/7/2026,29.67,3551.96,119.72,193.72,6.53,25.76,33.36,12,94.31,0.4,4.28,6.26,33,1.11,1.11,5.54,7.3,759.82,77,25.61,15.77,16.37,33.1,7.82,0,80,0.05,,,,,,,,,,,,
